Transaction_ID,Date,Customer_Name,Product,Quantity,Total_Amount
1000054,2025-12-12,Customer_78,Mobile Phone,4,50000
1000055,2025-02-22,Customer_72,Laptop,2,100000
1000056,2025-12-06,Customer_2,Laptop,4,200000
1000057,2025-04-02,Customer_90,Tablet,2,18000
1000058,2025-09-21,Customer_83,Mobile Phone,5,62500
1000059,2025-02-04,Customer_42,Mobile Phone,4,50000
1000060,2025-07-25,Customer_28,Headphones,4,6000
1000061,2025-03-22,Customer_29,Headphones,4,6000
1000062,2025-02-19,Customer_69,Headphones,5,7500
1000063,2025-12-26,Customer_28,Tablet,3,27000
1000064,2025-01-02,Customer_60,Mobile Phone,3,37500
1000065,2025-02-23,Customer_90,Smartwatch,5,35000
1000066,2025-04-16,Customer_5,Mobile Phone,1,12500
1000067,2025-09-17,Customer_15,Smartwatch,1,7000
1000068,2025-11-06,Customer_73,Laptop,2,100000
1000069,2025-07-10,Customer_32,Smartwatch,5,35000
1000070,2025-08-06,Customer_52,Laptop,1,50000
1000071,2025-02-13,Customer_90,Headphones,2,3000
1000072,2025-06-11,Customer_37,Mobile Phone,4,50000
1000073,2025-07-21,Customer_15,Headphones,4,6000
1000074,2025-09-27,Customer_41,Mobile Phone,1,12500
1000075,2025-12-17,Customer_4,Smartwatch,2,14000
1000076,2025-10-31,Customer_53,Mobile Phone,2,25000
1000077,2025-09-28,Customer_100,Smartwatch,3,21000
1000078,2025-08-03,Customer_84,Mobile Phone,1,12500
1000079,2025-09-09,Customer_27,Laptop,3,150000
1000080,2025-07-09,Customer_21,Smartwatch,5,35000
1000081,2025-10-23,Customer_60,Headphones,2,3000
1000082,2025-08-01,Customer_86,Headphones,3,4500
1000083,2025-07-27,Customer_64,Headphones,2,3000
1000084,2025-08-25,Customer_71,Headphones,5,7500
1000085,2025-12-04,Customer_47,Laptop,3,150000
1000086,2025-02-22,Customer_54,Laptop,5,250000
1000087,2025-10-07,Customer_31,Tablet,2,18000
1000088,2025-08-05,Customer_17,Tablet,2,18000
1000089,2025-09-09,Customer_50,Tablet,4,36000
1000090,2025-07-07,Customer_7,Tablet,2,18000
1000091,2025-02-10,Customer_83,Mobile Phone,4,50000
1000092,2025-06-06,Customer_28,Smartwatch,5,35000
1000093,2025-01-15,Customer_10,Headphones,1,1500
1000094,2025-10-28,Customer_27,Mobile Phone,5,62500
1000095,2025-03-06,Customer_13,Laptop,4,200000
1000096,2025-12-11,Customer_66,Headphones,1,1500
1000097,2025-11-23,Customer_86,Smartwatch,4,28000
1000098,2025-01-09,Customer_84,Smartwatch,2,14000
1000099,2025-12-10,Customer_60,Laptop,4,200000
1000100,2025-05-09,Customer_43,Headphones,1,1500
1000101,2025-05-16,Customer_69,Tablet,4,36000
1000102,2025-03-04,Customer_63,Headphones,3,4500
1000103,2025-05-19,Customer_70,Headphones,3,4500
1000104,2025-03-22,Customer_99,Smartwatch,5,35000
1000105,2025-06-12,Customer_65,Laptop,5,250000
1000106,2025-10-16,Customer_99,Headphones,1,1500
1000107,2025-09-18,Customer_67,Mobile Phone,4,50000
1000108,2025-08-19,Customer_54,Mobile Phone,2,25000
1000109,2025-02-10,Customer_36,Laptop,1,50000
1000110,2025-01-28,Customer_71,Tablet,1,9000
1000111,2025-05-15,Customer_93,Headphones,1,1500
1000112,2025-07-20,Customer_15,Headphones,5,7500
1000113,2025-11-24,Customer_75,Smartwatch,1,7000
1000114,2025-09-25,Customer_18,Headphones,4,6000
1000115,2025-02-02,Customer_4,Tablet,1,9000
1000116,2025-02-17,Customer_88,Headphones,2,3000
1000117,2025-03-03,Customer_11,Headphones,1,1500
1000118,2025-08-04,Customer_6,Smartwatch,5,35000
1000119,2025-10-20,Customer_51,Mobile Phone,5,62500
1000120,2025-04-09,Customer_58,Mobile Phone,2,25000
1000121,2025-06-21,Customer_60,Tablet,1,9000
1000122,2025-12-26,Customer_18,Laptop,1,50000
1000123,2025-08-02,Customer_79,Laptop,1,50000
1000124,2025-02-04,Customer_67,Smartwatch,5,35000
1000125,2025-08-15,Customer_17,Headphones,1,1500
1000126,2025-04-11,Customer_97,Smartwatch,5,35000
1000127,2025-05-11,Customer_34,Mobile Phone,5,62500
1000128,2025-09-14,Customer_30,Tablet,4,36000
1000129,2025-01-05,Customer_19,Laptop,3,150000
1000130,2025-08-06,Customer_9,Headphones,5,7500
1000131,2025-09-12,Customer_40,Laptop,3,150000
1000132,2025-12-25,Customer_44,Mobile Phone,4,50000
1000133,2025-10-10,Customer_95,Headphones,3,4500
1000134,2025-07-26,Customer_59,Mobile Phone,3,37500
1000135,2025-01-15,Customer_91,Laptop,2,100000
1000136,2025-12-12,Customer_25,Laptop,2,100000
1000137,2025-02-11,Customer_71,Mobile Phone,3,37500
1000138,2025-06-28,Customer_53,Headphones,5,7500
1000139,2025-03-04,Customer_48,Mobile Phone,1,12500
1000140,2025-12-18,Customer_71,Headphones,1,1500
1000141,2025-08-19,Customer_84,Smartwatch,4,28000
1000142,2025-08-29,Customer_53,Smartwatch,5,35000
1000143,2025-02-21,Customer_49,Headphones,3,4500
1000144,2025-04-06,Customer_43,Mobile Phone,2,25000
1000145,2025-08-10,Customer_100,Headphones,1,1500
1000146,2025-08-19,Customer_19,Laptop,3,150000
1000147,2025-08-25,Customer_66,Mobile Phone,1,12500
1000148,2025-05-23,Customer_34,Headphones,2,3000
1000149,2025-06-20,Customer_81,Laptop,2,100000
1000150,2025-01-29,Customer_88,Tablet,5,45000
1000151,2025-02-05,Customer_73,Laptop,3,150000
1000152,2025-01-13,Customer_54,Headphones,3,4500
1000153,2025-06-09,Customer_1,Mobile Phone,4,50000
1000154,2025-11-23,Customer_92,Mobile Phone,4,50000
1000155,2025-07-06,Customer_55,Smartwatch,2,14000
1000156,2025-08-31,Customer_15,Headphones,5,7500
1000157,2025-03-27,Customer_85,Laptop,3,150000
1000158,2025-10-11,Customer_15,Laptop,5,250000
1000159,2025-03-07,Customer_23,Headphones,2,3000
1000160,2025-06-19,Customer_66,Laptop,2,100000
1000161,2025-02-14,Customer_46,Tablet,4,36000
1000162,2025-03-03,Customer_100,Smartwatch,4,28000
1000163,2025-05-14,Customer_9,Mobile Phone,3,37500
1000164,2025-10-11,Customer_66,Laptop,5,250000
1000165,2025-01-28,Customer_66,Tablet,2,18000
1000166,2025-04-18,Customer_18,Headphones,4,6000
1000167,2025-02-13,Customer_17,Laptop,5,250000
1000168,2025-12-06,Customer_72,Headphones,2,3000
1000169,2025-10-13,Customer_98,Tablet,5,45000
1000170,2025-11-27,Customer_34,Tablet,1,9000
1000171,2025-05-08,Customer_69,Mobile Phone,1,12500
1000172,2025-12-14,Customer_64,Headphones,4,6000
1000173,2025-08-19,Customer_44,Smartwatch,1,7000
1000174,2025-07-09,Customer_29,Mobile Phone,2,25000
1000175,2025-08-13,Customer_62,Headphones,4,6000
1000176,2025-10-10,Customer_92,Headphones,5,7500
1000177,2025-05-01,Customer_16,Tablet,3,27000
1000178,2025-04-26,Customer_78,Tablet,1,9000
1000179,2025-08-21,Customer_52,Headphones,1,1500
1000180,2025-09-16,Customer_2,Tablet,4,36000
1000181,2025-12-25,Customer_61,Headphones,2,3000
1000182,2025-07-17,Customer_4,Headphones,1,1500
1000183,2025-05-17,Customer_52,Mobile Phone,5,62500
1000184,2025-11-14,Customer_41,Mobile Phone,2,25000
1000185,2025-06-14,Customer_52,Smartwatch,1,7000
1000186,2025-08-13,Customer_31,Mobile Phone,1,12500
1000187,2025-11-03,Customer_26,Laptop,5,250000
1000188,2025-08-22,Customer_27,Laptop,1,50000
1000189,2025-06-21,Customer_51,Tablet,2,18000
1000190,2025-06-01,Customer_98,Laptop,3,150000
1000191,2025-11-11,Customer_95,Mobile Phone,3,37500
1000192,2025-06-09,Customer_48,Smartwatch,1,7000
1000193,2025-04-06,Customer_11,Headphones,4,6000
1000194,2025-08-21,Customer_8,Smartwatch,2,14000
1000195,2025-06-29,Customer_12,Mobile Phone,3,37500
1000196,2025-04-23,Customer_99,Mobile Phone,4,50000
1000197,2025-11-14,Customer_45,Mobile Phone,3,37500
1000198,2025-02-21,Customer_34,Tablet,4,36000
1000199,2025-09-25,Customer_77,Laptop,1,50000
1000200,2025-10-22,Customer_91,Mobile Phone,4,50000
1000201,2025-04-23,Customer_72,Headphones,1,1500
1000202,2025-04-11,Customer_47,Laptop,4,200000
1000203,2025-04-23,Customer_21,Laptop,4,200000
1000204,2025-03-22,Customer_41,Tablet,4,36000
1000205,2025-07-06,Customer_75,Smartwatch,2,14000
1000206,2025-04-23,Customer_22,Laptop,3,150000
1000207,2025-01-02,Customer_21,Laptop,4,200000
1000208,2025-05-10,Customer_28,Mobile Phone,1,12500
1000209,2025-08-08,Customer_67,Headphones,4,6000
1000210,2025-02-23,Customer_71,Mobile Phone,2,25000
1000211,2025-12-09,Customer_14,Headphones,2,3000
1000212,2025-08-12,Customer_79,Laptop,2,100000
1000213,2025-08-13,Customer_73,Headphones,4,6000
1000214,2025-05-06,Customer_52,Mobile Phone,4,50000
1000215,2025-05-10,Customer_43,Mobile Phone,4,50000
1000216,2025-02-22,Customer_71,Smartwatch,3,21000
1000217,2025-06-21,Customer_76,Tablet,4,36000
1000218,2025-08-06,Customer_19,Smartwatch,5,35000
1000219,2025-06-09,Customer_27,Laptop,2,100000
1000220,2025-07-17,Customer_18,Headphones,4,6000
1000221,2025-09-04,Customer_13,Mobile Phone,3,37500
1000222,2025-11-20,Customer_1,Mobile Phone,1,12500
1000223,2025-07-22,Customer_85,Mobile Phone,2,25000
1000224,2025-07-03,Customer_34,Mobile Phone,4,50000
1000225,2025-05-03,Customer_13,Laptop,4,200000
1000226,2025-09-12,Customer_51,Tablet,1,9000
1000227,2025-10-21,Customer_87,Smartwatch,3,21000
1000228,2025-10-07,Customer_1,Smartwatch,5,35000
1000229,2025-11-21,Customer_87,Mobile Phone,1,12500
1000230,2025-04-08,Customer_28,Mobile Phone,3,37500
1000231,2025-07-17,Customer_32,Headphones,3,4500
1000232,2025-08-28,Customer_72,Mobile Phone,4,50000
1000233,2025-05-24,Customer_55,Smartwatch,4,28000
1000234,2025-04-07,Customer_26,Headphones,2,3000
1000235,2025-07-20,Customer_14,Headphones,4,6000
1000236,2025-05-04,Customer_88,Mobile Phone,4,50000
1000237,2025-07-06,Customer_93,Headphones,3,4500
1000238,2025-11-22,Customer_68,Tablet,4,36000
1000239,2025-12-15,Customer_63,Mobile Phone,4,50000
1000240,2025-09-16,Customer_82,Tablet,4,36000
1000241,2025-05-28,Customer_14,Mobile Phone,5,62500
1000242,2025-09-09,Customer_27,Tablet,5,45000
1000243,2025-12-12,Customer_41,Mobile Phone,2,25000
1000244,2025-05-27,Customer_3,Smartwatch,1,7000
1000245,2025-05-28,Customer_94,Mobile Phone,3,37500
1000246,2025-12-18,Customer_59,Smartwatch,2,14000
1000247,2025-07-18,Customer_100,Laptop,3,150000
1000248,2025-11-04,Customer_23,Laptop,1,50000
1000249,2025-05-08,Customer_18,Mobile Phone,1,12500
1000250,2025-02-08,Customer_74,Smartwatch,2,14000
1000251,2025-12-04,Customer_76,Smartwatch,5,35000
1000252,2025-12-26,Customer_41,Headphones,5,7500
1000253,2025-05-09,Customer_8,Headphones,5,7500
1000254,2025-09-24,Customer_32,Tablet,4,36000
1000255,2025-05-31,Customer_81,Headphones,4,6000
1000256,2025-10-25,Customer_41,Mobile Phone,2,25000
1000257,2025-04-09,Customer_45,Headphones,4,6000
1000258,2025-09-20,Customer_78,Headphones,3,4500
1000259,2025-09-09,Customer_9,Mobile Phone,2,25000
1000260,2025-05-24,Customer_90,Mobile Phone,2,25000
1000261,2025-12-12,Customer_48,Tablet,1,9000
1000262,2025-04-22,Customer_24,Smartwatch,1,7000
1000263,2025-03-01,Customer_87,Headphones,2,3000
1000264,2025-01-02,Customer_95,Laptop,5,250000
1000265,2025-10-31,Customer_44,Smartwatch,1,7000
1000266,2025-09-11,Customer_58,Mobile Phone,4,50000
1000267,2025-05-20,Customer_66,Headphones,2,3000
1000268,2025-02-06,Customer_18,Tablet,3,27000
1000269,2025-06-09,Customer_80,Laptop,2,100000
1000270,2025-01-09,Customer_29,Smartwatch,3,21000
1000271,2025-08-21,Customer_75,Headphones,1,1500
1000272,2025-04-09,Customer_2,Mobile Phone,5,62500
1000273,2025-05-27,Customer_78,Smartwatch,3,21000
1000274,2025-10-31,Customer_68,Laptop,5,250000
1000275,2025-07-27,Customer_98,Mobile Phone,3,37500
1000276,2025-05-11,Customer_39,Laptop,5,250000
1000277,2025-06-01,Customer_73,Headphones,3,4500
1000278,2025-02-23,Customer_41,Smartwatch,2,14000
1000279,2025-04-30,Customer_71,Tablet,2,18000
1000280,2025-06-10,Customer_81,Headphones,1,1500
1000281,2025-04-26,Customer_87,Headphones,2,3000
1000282,2025-03-16,Customer_75,Tablet,4,36000
1000283,2025-04-23,Customer_22,Tablet,1,9000
1000284,2025-04-14,Customer_82,Mobile Phone,2,25000
1000285,2025-12-06,Customer_49,Laptop,2,100000
1000286,2025-09-11,Customer_28,Headphones,4,6000
1000287,2025-08-15,Customer_16,Mobile Phone,5,62500
1000288,2025-04-22,Customer_68,Mobile Phone,2,25000
1000289,2025-04-09,Customer_62,Headphones,3,4500
1000290,2025-06-02,Customer_36,Laptop,5,250000
1000291,2025-12-15,Customer_22,Tablet,3,27000
1000292,2025-12-04,Customer_11,Headphones,5,7500
1000293,2025-07-13,Customer_85,Laptop,3,150000
1000294,2025-11-06,Customer_80,Tablet,2,18000
1000295,2025-06-12,Customer_42,Smartwatch,3,21000
1000296,2025-07-27,Customer_55,Headphones,2,3000
1000297,2025-06-18,Customer_73,Headphones,4,6000
1000298,2025-06-10,Customer_35,Laptop,3,150000
1000299,2025-03-09,Customer_57,Mobile Phone,1,12500
1000300,2025-10-16,Customer_34,Mobile Phone,1,12500
1000301,2025-10-04,Customer_73,Laptop,3,150000
1000302,2025-10-31,Customer_77,Headphones,2,3000
1000303,2025-05-15,Customer_70,Headphones,5,7500
1000304,2025-07-14,Customer_4,Headphones,4,6000
1000305,2025-05-08,Customer_46,Smartwatch,3,21000
1000306,2025-02-02,Customer_92,Mobile Phone,4,50000
1000307,2025-06-25,Customer_11,Smartwatch,2,14000
1000308,2025-01-22,Customer_98,Headphones,1,1500
1000309,2025-08-26,Customer_61,Mobile Phone,2,25000
1000310,2025-06-07,Customer_35,Headphones,2,3000
1000311,2025-02-07,Customer_69,Headphones,3,4500
1000312,2025-08-18,Customer_57,Laptop,4,200000
1000313,2025-12-31,Customer_11,Mobile Phone,5,62500
1000314,2025-02-20,Customer_12,Headphones,4,6000
1000315,2025-09-21,Customer_43,Tablet,5,45000
1000316,2025-10-10,Customer_19,Tablet,1,9000
1000317,2025-01-27,Customer_77,Headphones,4,6000
1000318,2025-08-14,Customer_68,Laptop,5,250000
1000319,2025-10-04,Customer_78,Headphones,4,6000
1000320,2025-10-13,Customer_59,Tablet,2,18000
1000321,2025-04-07,Customer_2,Mobile Phone,1,12500
1000322,2025-10-11,Customer_8,Laptop,4,200000
1000323,2025-11-13,Customer_22,Headphones,2,3000
1000324,2025-10-31,Customer_77,Tablet,2,18000
1000325,2025-05-27,Customer_21,Mobile Phone,1,12500
1000326,2025-01-04,Customer_85,Tablet,4,36000
1000327,2025-02-04,Customer_92,Laptop,3,150000
1000328,2025-07-11,Customer_97,Smartwatch,3,21000
1000329,2025-02-18,Customer_29,Headphones,3,4500
1000330,2025-01-17,Customer_86,Mobile Phone,2,25000
1000331,2025-06-21,Customer_90,Laptop,4,200000
1000332,2025-08-08,Customer_75,Laptop,5,250000
1000333,2025-06-07,Customer_75,Smartwatch,4,28000
1000334,2025-02-15,Customer_98,Smartwatch,1,7000
1000335,2025-01-06,Customer_83,Headphones,5,7500
1000336,2025-04-09,Customer_37,Headphones,1,1500
1000337,2025-08-21,Customer_78,Laptop,4,200000
1000338,2025-02-06,Customer_29,Headphones,1,1500
1000339,2025-10-07,Customer_83,Headphones,2,3000
1000340,2025-12-15,Customer_37,Smartwatch,3,21000
1000341,2025-10-29,Customer_21,Laptop,4,200000
1000342,2025-06-30,Customer_88,Tablet,5,45000
1000343,2025-04-05,Customer_90,Tablet,5,45000
1000344,2025-04-09,Customer_12,Mobile Phone,1,12500
1000345,2025-07-07,Customer_48,Smartwatch,3,21000
1000346,2025-04-26,Customer_83,Mobile Phone,4,50000
1000347,2025-07-10,Customer_47,Laptop,2,100000
1000348,2025-09-10,Customer_94,Tablet,1,9000
1000349,2025-06-10,Customer_15,Tablet,4,36000
1000350,2025-09-13,Customer_67,Tablet,4,36000
1000351,2025-11-19,Customer_13,Mobile Phone,3,37500
1000352,2025-05-08,Customer_59,Headphones,5,7500
1000353,2025-01-18,Customer_73,Mobile Phone,3,37500
1000354,2025-10-08,Customer_13,Tablet,1,9000
1000355,2025-08-11,Customer_80,Smartwatch,1,7000
1000356,2025-02-23,Customer_78,Smartwatch,3,21000
1000357,2025-02-27,Customer_72,Mobile Phone,4,50000
1000358,2025-11-19,Customer_19,Mobile Phone,5,62500
1000359,2025-12-26,Customer_57,Laptop,1,50000
1000360,2025-06-23,Customer_32,Mobile Phone,3,37500
1000361,2025-10-07,Customer_99,Mobile Phone,1,12500
1000362,2025-04-24,Customer_87,Tablet,5,45000
1000363,2025-10-15,Customer_21,Headphones,2,3000
1000364,2025-12-08,Customer_82,Tablet,2,18000
1000365,2025-05-31,Customer_14,Headphones,4,6000
1000366,2025-05-07,Customer_80,Tablet,4,36000
1000367,2025-06-04,Customer_24,Tablet,2,18000
1000368,2025-09-30,Customer_49,Laptop,5,250000
1000369,2025-04-14,Customer_32,Headphones,3,4500
1000370,2025-10-26,Customer_75,Tablet,3,27000
1000371,2025-09-03,Customer_11,Tablet,5,45000
1000372,2025-06-25,Customer_60,Headphones,3,4500
1000373,2025-02-08,Customer_68,Laptop,4,200000
1000374,2025-06-19,Customer_61,Headphones,3,4500
1000375,2025-09-04,Customer_90,Laptop,3,150000
1000376,2025-01-26,Customer_5,Laptop,4,200000
1000377,2025-12-21,Customer_36,Smartwatch,1,7000
1000378,2025-11-02,Customer_97,Laptop,2,100000
1000379,2025-01-13,Customer_64,Smartwatch,3,21000
1000380,2025-11-12,Customer_78,Mobile Phone,2,25000
1000381,2025-11-09,Customer_32,Laptop,2,100000
1000382,2025-02-05,Customer_71,Headphones,5,7500
1000383,2025-06-22,Customer_74,Smartwatch,5,35000
1000384,2025-01-20,Customer_66,Mobile Phone,5,62500
1000385,2025-11-17,Customer_10,Mobile Phone,1,12500
1000386,2025-09-21,Customer_99,Laptop,1,50000
1000387,2025-05-22,Customer_21,Headphones,2,3000
1000388,2025-05-23,Customer_40,Laptop,2,100000
1000389,2025-04-02,Customer_42,Tablet,2,18000
1000390,2025-12-20,Customer_72,Mobile Phone,2,25000
1000391,2025-11-18,Customer_46,Tablet,4,36000
1000392,2025-10-15,Customer_82,Tablet,2,18000
1000393,2025-08-03,Customer_73,Smartwatch,5,35000
1000394,2025-12-08,Customer_41,Tablet,2,18000
1000395,2025-02-20,Customer_94,Mobile Phone,5,62500
1000396,2025-06-02,Customer_4,Mobile Phone,5,62500
1000397,2025-07-05,Customer_99,Headphones,2,3000
1000398,2025-03-04,Customer_14,Laptop,2,100000
1000399,2025-07-09,Customer_14,Headphones,3,4500
1000400,2025-05-05,Customer_53,Headphones,5,7500
1000401,2025-05-30,Customer_84,Laptop,2,100000
1000402,2025-11-10,Customer_29,Mobile Phone,2,25000
1000403,2025-02-27,Customer_23,Smartwatch,3,21000
1000404,2025-12-08,Customer_85,Tablet,4,36000
1000405,2025-11-01,Customer_31,Smartwatch,5,35000
1000406,2025-06-29,Customer_96,Tablet,5,45000
1000407,2025-06-19,Customer_71,Laptop,3,150000
1000408,2025-11-22,Customer_77,Laptop,4,200000
1000409,2025-09-28,Customer_61,Headphones,1,1500
1000410,2025-02-23,Customer_23,Laptop,3,150000
1000411,2025-04-11,Customer_8,Tablet,2,18000
1000412,2025-09-21,Customer_76,Smartwatch,2,14000
1000413,2025-02-22,Customer_100,Smartwatch,2,14000
1000414,2025-03-01,Customer_16,Smartwatch,1,7000
1000415,2025-04-18,Customer_26,Smartwatch,2,14000
1000416,2025-01-05,Customer_29,Headphones,1,1500
1000417,2025-04-13,Customer_93,Smartwatch,3,21000
1000418,2025-07-15,Customer_6,Tablet,1,9000
1000419,2025-09-19,Customer_37,Headphones,2,3000
1000420,2025-12-31,Customer_33,Headphones,5,7500
1000421,2025-12-16,Customer_95,Headphones,2,3000
1000422,2025-02-16,Customer_46,Laptop,1,50000
1000423,2025-12-21,Customer_61,Headphones,1,1500
1000424,2025-11-07,Customer_41,Tablet,4,36000
1000425,2025-11-04,Customer_18,Smartwatch,4,28000
1000426,2025-05-24,Customer_95,Laptop,4,200000
1000427,2025-09-26,Customer_16,Smartwatch,2,14000
1000428,2025-05-04,Customer_51,Mobile Phone,1,12500
1000429,2025-04-16,Customer_37,Laptop,4,200000
1000430,2025-06-07,Customer_14,Tablet,5,45000
1000431,2025-05-27,Customer_68,Laptop,3,150000
1000432,2025-05-25,Customer_30,Headphones,3,4500
1000433,2025-04-30,Customer_60,Laptop,4,200000
1000434,2025-11-15,Customer_53,Headphones,4,6000
1000435,2025-10-02,Customer_97,Smartwatch,4,28000
1000436,2025-04-02,Customer_36,Laptop,3,150000
1000437,2025-02-27,Customer_30,Laptop,4,200000
1000438,2025-12-12,Customer_64,Tablet,5,45000
1000439,2025-08-17,Customer_14,Mobile Phone,5,62500
1000440,2025-04-27,Customer_23,Laptop,5,250000
1000441,2025-11-14,Customer_48,Smartwatch,5,35000
1000442,2025-10-06,Customer_28,Headphones,1,1500
1000443,2025-05-07,Customer_7,Smartwatch,4,28000
1000444,2025-05-09,Customer_42,Tablet,2,18000
1000445,2025-02-27,Customer_10,Laptop,1,50000
1000446,2025-05-02,Customer_68,Mobile Phone,2,25000
1000447,2025-01-01,Customer_44,Mobile Phone,2,25000
1000448,2025-08-27,Customer_13,Laptop,1,50000
1000449,2025-10-17,Customer_85,Mobile Phone,4,50000
1000450,2025-04-06,Customer_33,Smartwatch,1,7000
1000451,2025-05-06,Customer_92,Headphones,3,4500
1000452,2025-04-28,Customer_87,Laptop,5,250000
1000453,2025-02-17,Customer_32,Headphones,1,1500
1000454,2025-03-30,Customer_48,Mobile Phone,1,12500
1000455,2025-08-25,Customer_5,Tablet,3,27000
1000456,2025-09-29,Customer_61,Headphones,5,7500
1000457,2025-07-08,Customer_90,Tablet,2,18000
1000458,2025-07-11,Customer_90,Smartwatch,3,21000
1000459,2025-03-10,Customer_3,Tablet,4,36000
1000460,2025-10-05,Customer_24,Headphones,1,1500
1000461,2025-12-15,Customer_98,Headphones,1,1500
1000462,2025-09-04,Customer_34,Laptop,3,150000
1000463,2025-03-17,Customer_84,Tablet,1,9000
1000464,2025-06-03,Customer_94,Smartwatch,5,35000
1000465,2025-05-24,Customer_42,Laptop,5,250000
1000466,2025-03-27,Customer_20,Laptop,3,150000
1000467,2025-07-04,Customer_41,Smartwatch,3,21000
1000468,2025-10-12,Customer_82,Laptop,3,150000
1000469,2025-08-08,Customer_20,Smartwatch,4,28000
1000470,2025-03-10,Customer_6,Mobile Phone,1,12500
1000471,2025-02-16,Customer_57,Laptop,2,100000
1000472,2025-04-04,Customer_42,Headphones,2,3000
1000473,2025-08-26,Customer_25,Mobile Phone,2,25000
1000474,2025-07-23,Customer_41,Laptop,3,150000
1000475,2025-08-06,Customer_41,Smartwatch,4,28000
1000476,2025-12-07,Customer_3,Mobile Phone,4,50000
1000477,2025-02-08,Customer_43,Mobile Phone,2,25000
1000478,2025-04-10,Customer_46,Headphones,2,3000
1000479,2025-10-16,Customer_57,Laptop,4,200000
1000480,2025-09-11,Customer_83,Laptop,3,150000
1000481,2025-08-10,Customer_74,Smartwatch,3,21000
1000482,2025-12-23,Customer_51,Mobile Phone,2,25000
1000483,2025-01-23,Customer_5,Headphones,5,7500
1000484,2025-09-07,Customer_86,Smartwatch,3,21000
1000485,2025-01-10,Customer_73,Smartwatch,5,35000
1000486,2025-09-03,Customer_97,Headphones,1,1500
1000487,2025-11-21,Customer_15,Laptop,3,150000
1000488,2025-04-10,Customer_88,Headphones,5,7500
1000489,2025-10-17,Customer_94,Laptop,1,50000
1000490,2025-06-29,Customer_100,Tablet,1,9000
1000491,2025-08-11,Customer_39,Mobile Phone,2,25000
1000492,2025-09-07,Customer_70,Headphones,5,7500
1000493,2025-05-27,Customer_79,Smartwatch,2,14000
1000494,2025-04-06,Customer_38,Laptop,1,50000
1000495,2025-09-14,Customer_39,Mobile Phone,3,37500
1000496,2025-11-21,Customer_52,Mobile Phone,3,37500
1000497,2025-01-04,Customer_86,Headphones,3,4500
